,Search,Tweet_Date,Original_Tweet,Cleaned_Text,leia,oplexion,sentilex,textblob
3090,Bolsonaro,2022-04-17,@pauloteixeira13 @Anitta Bolsonaro 22 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,,neutro,neutro,neutro,neutro
3091,Bolsonaro,2022-04-17,"Rotular o desprezível, Bolsonaro de louco ou burro não passa de um "" consolo pequeno-burquês "" 
Esse discurso reduz o ' insignificante ' a uma mera patologia moral, uma loucura, um desvio que os indivíduos mal adaptados não conseguem desenvolver.",rotular desprezivel  bolsonaro louco burro passa   consolo pequeno burques   discurso reduz   insignificante   mera patologia moral  loucura  desvio individuos mal adaptados conseguem desenvolver ,negativo,negativo,negativo,negativo
3092,Bolsonaro,2022-04-17,"@tocontigo Arthur não merece ser comparado a Bolsonaro, mas ele tem uma torcida bem parecida, inclusive por parte dos famosos",arthur merece ser comparado bolsonaro  torcida bem parecida  inclusive parte famosos,positivo,neutro,negativo,positivo
3093,Bolsonaro,2022-04-17,"@MgkMariana @kimpaim Bolsonaro voltou a dar dinheiro para globo e ela voltou a ser a principal recebedora de dinheiro publico e tirou dinheiro das Tv's religiosas grita mito ai.

Suas narrativas de gado não se sustentam por 1 segundo se quer.",bolsonaro voltou dar dinheiro globo voltou ser principal recebedora dinheiro publico tirou dinheiro tv s religiosas grita mito ai  narrativas gado sustentam segundo quer ,negativo,negativo,negativo,positivo
3094,Bolsonaro,2022-04-17,Anitta no se aguantó a Bolsonaro y lo bloqueó por comentarios de Coachella: búscate algo para hacer https://t.co/vD1cWv6Zay,anitta aguanto bolsonaro y lo bloqueo comentarios coachella  buscate algo hacer,neutro,neutro,neutro,neutro
3095,Bolsonaro,2022-04-17,@Oprodemocracia @JornalOGlobo Eles só estão fazendo o que o Bolsonaro e as forças armadas estão fazendo. Mas por causa de extrema pobreza. Classe social não exime o Bolsonaro de culpa,fazendo bolsonaro forcas armadas fazendo  causa extrema pobreza  classe social exime bolsonaro culpa,negativo,positivo,positivo,negativo
3096,Bolsonaro,2022-04-17,"@reinaldoazevedo Até nisso Bolsonaro e Lula são iguais.

Dois páreas.
#NemLulaNemBolsonaro",nisso bolsonaro lula iguais  dois pareas ,neutro,neutro,neutro,neutro
3097,Bolsonaro,2022-04-17,@ArthurWeint @julio_c_barros Coisa que o presidente Bolsonaro deixou para se aliar com o centrão! https://t.co/iUfQv1Jenw,coisa presidente bolsonaro deixou aliar centrao ,neutro,neutro,neutro,negativo
3098,Bolsonaro,2022-04-17,"@DaLuizito @tjovemsfc que atitude ridícula né,  querem falar o que do Bolsonaro. A culpa é dele dessa atitude irresponsável de vocês?",atitude ridicula ne  querem falar bolsonaro  culpa dessa atitude irresponsavel voces ,negativo,neutro,neutro,negativo
3099,Bolsonaro,2022-04-17,@harunossa FEZ MAIS Q BOLSONARO,fez q bolsonaro,neutro,neutro,neutro,positivo
3100,Bolsonaro,2022-04-17,"Não vai existir mudanças, 
é o mais do mesmo de sempre!!!
Lula, Bolsonaro, o que muda!? https://t.co/qoGHElpxnr",vai existir mudancas  sempre    lula  bolsonaro  muda  ,neutro,neutro,negativo,positivo
3101,Bolsonaro,2022-04-17,"@wlgoulart1 @LulaOficial Mais como o pinguço vai parar encima do jegue? Vai dar problema, vão falar que o Bolsonaro subornou o jegue pra derrubar o cachaceiro",pinguco vai parar encima jegue  vai dar problema  vao falar bolsonaro subornou jegue pra derrubar cachaceiro,negativo,negativo,negativo,positivo
3102,Bolsonaro,2022-04-17,"@oeliasnehme @RGuianze @JornalOGlobo @LulaOficial @Cristianozaninm @ptbrasil Se nem a mídia que reporta até peido do Bolsonaro não sabe, não sou eu quem vou saber. Só sei que da ultima vês que vocês insistiram para liberar as conversas de uma reunião dele o apoio dele aumentou. Kkkkkkkk",midia reporta peido bolsonaro sabe  vou saber  sei ultima ves insistiram liberar conversas reuniao apoio aumentou  kkkkkkkk,positivo,positivo,neutro,positivo
3103,Bolsonaro,2022-04-17,e vai pro inferno bolsonaro https://t.co/bNfKmffKeG,vai pro inferno bolsonaro,negativo,neutro,neutro,neutro
3104,Bolsonaro,2022-04-17,"Se o Bolsonaro fizer as pazes com Dória!

E pedisse pra você votar nele....você votaria?",bolsonaro fizer pazes doria  pedisse pra votar nele    voce votaria ,positivo,neutro,neutro,neutro
3105,Bolsonaro,2022-04-17,"@BrunaRafaelaCec Oloko, filho do Bolsonaro?",oloko  filho bolsonaro ,neutro,neutro,neutro,neutro
3106,Bolsonaro,2022-04-17,@Carlos_Jodi2 Abertamente contra o Presidente Bolsonaro! Ridículo 🙄,abertamente contra presidente bolsonaro  ridiculo,negativo,neutro,neutro,negativo
3107,Bolsonaro,2022-04-17,"@IvanValente @pejulio Mas os cofres públicos NÃO foram ASSALTADOS COMO NO TEMPO DO PT.
BOLSONARO 22 🇧🇷🇧🇷🇧🇷🇧🇷",cofres publicos assaltados tempo pt  bolsonaro,positivo,neutro,neutro,neutro
3108,Bolsonaro,2022-04-17,@alexsalmeida @jccboka_julio @Biakicis @jairbolsonaro Aqui minha foto! FORA BOLSONARO! https://t.co/aRtHDttKlF,aqui foto  bolsonaro ,neutro,neutro,neutro,neutro
3109,Bolsonaro,2022-04-17,"@Biakicis @jairbolsonaro Não só na minha família mas meu círculo de amigos tb, todos Bolsonaro na veia 🙏🇧🇷🇧🇷🇧🇷",familia circulo amigos tb  todos bolsonaro veia,positivo,neutro,neutro,neutro
3110,Bolsonaro,2022-04-17,"Vivendo em um ""mundo paralelo das purpurina"", o calciha adolado tranca rua @jdoriajr
Doria ataca Bolsonaro e vira motivo de chacota 1% https://t.co/uf4BUAVXTD",vivendo  mundo paralelo purpurina   calciha adolado tranca rua doria ataca bolsonaro vira motivo chacota  ,neutro,positivo,positivo,negativo
3111,Bolsonaro,2022-04-17,"@Biakicis @jairbolsonaro Aqui em kz são 7 Votos. Nenhum é @Bolsonaro! Temos 5 @Lula, 1 Ciro e o outro indeciso pois acredita em FakeNews.",aqui kz votos  nenhum ciro outro indeciso pois acredita fakenews ,negativo,negativo,negativo,negativo
3112,Bolsonaro,2022-04-17,"@Anitta @GettyImages Sábia que a Anitta era fada sensata e apoiava o Bolsonaro 🇧🇷🇧🇷🇧🇷 agora sim, o melhor presidente com nossa estrela internacional teremos um país melhor 🇧🇷🇧🇷🇧🇷🇧🇷",sabia anitta fada sensata apoiava bolsonaro agora sim  melhor presidente estrela internacional pais melhor,positivo,neutro,neutro,positivo
3113,Bolsonaro,2022-04-17,@Carol_freitas91 @KelsonF64866682 @CarlosBolsonaro Sim. Bolsonaro reeleito. Bjs. Tchau,sim  bolsonaro reeleito  bjs  tchau,positivo,neutro,neutro,neutro
3114,Bolsonaro,2022-04-17,"@zfabrogmailcom Arrumaram um empregão no banco mundial. Ao invés, de dizer obrigado, larga o emprego, e vem bater no Bolsonaro e os seus. https://t.co/OetOvPhNut",arrumaram empregao banco mundial  inves  dizer obrigado  larga emprego  vem bater bolsonaro seus ,negativo,negativo,neutro,neutro
3115,Bolsonaro,2022-04-17,"Pra quem insiste que não houve ditadura, como recentemente fez Bolsonaro, Braga Netto, Heleno, Mourão e demais fascistóides militares, a tortura é prova cabal e incontestável da sua realidade. Áudios do STM detalham o fato sem margem a contestação. https://t.co/A1F5jQZzDE",pra insiste ditadura  recentemente fez bolsonaro  braga netto  heleno  mourao demais fascistoides militares  tortura prova cabal incontestavel realidade  audios stm detalham fato margem contestacao ,negativo,neutro,neutro,positivo
3116,Bolsonaro,2022-04-17,"Anitta Patriota passando pela sua timeline kkkkkk
Ela tava apaixonada pelo Bolsonaro e não tava sabendo admitir 🤣 https://t.co/LBmXQ8ojJ4",anitta patriota passando timeline kkkkkk tava apaixonada bolsonaro tava sabendo admitir,negativo,positivo,positivo,positivo
3117,Bolsonaro,2022-04-17,"Quem são os idiotas que acreditam que pessoas no Brasil que usam as redes sociais, WhatsApp, Insta, Fb e outras, ñ saibam quem sejam Bolsonaro ou Loola.

Ñ será uma mensagem ""MÁGICA"" nessa altura do campeonato, q fará alguma mudança nas eleições. 

Já está DETERMINADO.
#Bolsonaro",idiotas acreditam pessoas brasil usam redes sociais  whatsapp  insta  fb outras  n saibam bolsonaro loola  n mensagem  magica  nessa altura campeonato  q fara alguma mudanca eleicoes  determinado ,positivo,positivo,neutro,negativo
3118,Bolsonaro,2022-04-17,"@luiz_XXXIV @anavilarinol @Anitta E sim, ele SABE que sem Lula e PT o bolsonarismo perde sua razão de existir, vira um vazio. Então a presença do partido e seu líder fortalece sim bolsonaro.
Só mesmo modo que a presença de bolsonaro fortalece Lula no momento, as pessoas estão com medo da reeleição (com razão)",sim  sabe lula pt bolsonarismo perde razao existir  vira vazio  entao presenca partido lider fortalece sim bolsonaro  modo presenca bolsonaro fortalece lula momento  pessoas medo reeleicao  com razao ,positivo,negativo,negativo,negativo
3119,Bolsonaro,2022-04-17,"Bolsonaro     🤝      Artur Aguiar
   Amaldiçoando o número 17
   (e juntando o mesmo gado)",bolsonaro artur aguiar amaldicoando numero  e juntando gado ,positivo,neutro,neutro,neutro
3120,Bolsonaro,2022-04-17,EI BOLSONARO VAI TOMAR NO CU https://t.co/FVOotX11iV,ei bolsonaro vai tomar cu,neutro,neutro,neutro,neutro
3121,Bolsonaro,2022-04-17,@joaoluizpedrosa Nananinanao. Não representa a educação no#BBB22.  Educação sem qualidade já basta o Governo Bolsonaro.  #ForaJessie,nananinanao  representa educacao educacao qualidade basta governo bolsonaro ,neutro,neutro,neutro,neutro
3122,Bolsonaro,2022-04-17,"@reinaldoazevedo Que GROSELHA !! Nunca este país teve movimentos massivo de apoio espontâneo como com Bolsonaro .
Aceita que de dói menos kkkkk",groselha    nunca pais movimentos massivo apoio espontaneo bolsonaro   aceita doi menos kkkkk,positivo,neutro,neutro,positivo
3123,Bolsonaro,2022-04-17,"@LuizMS4 @BlogdoNoblat O Bolsonaro devolveu a esperança aos brasileiros, Salve nosso ídolo e vc pode ir se acostumando ou mude para Venezuela sei Lixo.",bolsonaro devolveu esperanca brasileiros  salve idolo vc pode ir acostumando mude venezuela sei lixo ,positivo,neutro,neutro,neutro
3124,Bolsonaro,2022-04-17,@Biakicis @jairbolsonaro na minha casa somos 2 e todos com bolsonaro,casa bolsonaro,neutro,neutro,neutro,neutro
3125,Bolsonaro,2022-04-17,@gleisi @Anitta Bolsonaro 22,,neutro,neutro,neutro,neutro
3126,Bolsonaro,2022-04-17,jair bolsonaro comunismo https://t.co/7K3IS3evuv https://t.co/cUWvgIyPCU,jair bolsonaro comunismo,neutro,neutro,neutro,neutro
3127,Bolsonaro,2022-04-17,"Pé-quente, Bolsonaro vê vitória do Santos no Brasileirão e recebe carinho do torcedor (veja o vídeo) https://t.co/kFhb9w3GXj",pe quente  bolsonaro ve vitoria santos brasileirao recebe carinho torcedor  veja video ,positivo,neutro,neutro,positivo
3128,Bolsonaro,2022-04-17,"@HENRIQUEVROCHA Sim, bom é o Casagrande falando do Bolsonaro no meio da transmissao, o Junior puxando sardinha pro Flamengo, o Bob Faria falando bobagem...",sim  bom casagrande falando bolsonaro meio transmissao  junior puxando sardinha pro flamengo  bob faria falando bobagem   ,negativo,positivo,positivo,positivo
3129,Bolsonaro,2022-04-17,"@edumilsonpapo10 Que pensamento babaca. Tu votastes no Bolsonaro, mesmo sabendo que ele era um canalha. Doria é um bom gestor. Colocou Bolsonaro na parede. Tu erras toda eleição. Mas não permite um erro de um bom político?",pensamento babaca  votastes bolsonaro  sabendo canalha  doria bom gestor  colocou bolsonaro parede  erras toda eleicao  permite erro bom politico ,negativo,neutro,neutro,positivo
3130,Bolsonaro,2022-04-17,@DepEduardoCunha Vai votar em Bolsonaro né mestre?,vai votar bolsonaro ne mestre ,neutro,neutro,neutro,neutro
3131,Bolsonaro,2022-04-17,"@birajve @Igor18381 @flferronato @opropriofaka @PatrickFolena2 que mentira, mano. que mentira.

todo BOLSONARISTA SEMPRE VENCEU com OPOSIÇÃO da MÍDIA. mídia NÃO elege bolsonarista, não.

que infantilidade é essa? Tarcísio é POTENCIALMENTE mais forte que o Bolsonaro. pois ele é mais moderado.

Tarcísio tem apoio de Bolsonarista + Centro.",mentira  mano  mentira  todo bolsonarista sempre venceu oposicao midia  midia elege bolsonarista  nao  infantilidade essa  tarcisio potencialmente forte bolsonaro  pois moderado  tarcisio apoio bolsonarista   centro ,positivo,positivo,positivo,positivo
3132,Bolsonaro,2022-04-17,Bolsonaro colocou 100 anos de sigilo em dados: O que ele está querendo e... https://t.co/yKPTOmRbbY via @YouTube,bolsonaro colocou anos sigilo dados  querendo e    via,positivo,neutro,neutro,neutro
3133,Bolsonaro,2022-04-17,"@Rconstantino @mitags Barroso é melhor jairseacustumando ,Bolsonaro rumo à 2022reeleito, pt nunca mais",barroso melhor jairseacustumando  bolsonaro rumo reeleito  pt nunca,positivo,neutro,neutro,positivo
3134,Bolsonaro,2022-04-17,"@PRATAMURILO Olha só Bolsonaro e Lula tem muita coisa em comum, mesmo!!! Não foi no avião presidencial que pegaram 20 kg de cocaína?",olha bolsonaro lula muita coisa comum  mesmo    aviao presidencial pegaram kg cocaina ,neutro,negativo,negativo,positivo
3135,Bolsonaro,2022-04-17,"@Super_SinceroBH @LulaOficial @tesoureiros ""raiva é que boa parte da população são como eles""
exatamente! Não diferem em NADA, deles! 

Mas, sinceramente, 
Lula, Bolsonaro, são mais 500 anos evoluindo. 

https://t.co/KsSWRv2J7R", raiva boa parte populacao eles  exatamente  diferem nada  deles  mas  sinceramente  lula  bolsonaro  anos evoluindo ,negativo,neutro,neutro,positivo
3136,Bolsonaro,2022-04-17,"trabalhar lendo reportagem só me faz ter mais ódio desse governo, vcs sabiam que o bolsonaro ganhou uma medalha por mérito indigenista? kkkkkkkkkkk",trabalhar lendo reportagem faz ter odio desse governo  vcs sabiam bolsonaro ganhou medalha merito indigenista  kkkkkkkkkkk,positivo,neutro,neutro,positivo
3137,Bolsonaro,2022-04-17,@anaolivias Jair Bolsonaro vai à Vila Belmiro e veste a camisa do Santos antes do clássico contra São Paulo | santos | ge https://t.co/OTKHLdwCpt,jair bolsonaro vai vila belmiro veste camisa santos antes classico contra paulo   santos   ge,neutro,neutro,neutro,positivo
3138,Bolsonaro,2022-04-17,"9h da noite a gata discutindo bolsonaro x lula no xaxixão 
olha",h noite gata discutindo bolsonaro x lula xaxixao olha,neutro,neutro,neutro,neutro
3139,Bolsonaro,2022-04-17,"@SantiagoValeBC @juleaFR @eduardofilhoef @Anitta Votei em Jair Bolsonaro, não em Flávio Bolsonaro. E não discutirei minha preferência política com ninguém. Podem parar por aí, não entrarei nesse joguinho idiota q só pretende agredir, não estou aqui nem pra convencer e muito menos pra ser convencida. Já tenho minhas convicções!",votei jair bolsonaro  flavio bolsonaro  discutirei preferencia politica ninguem  podem parar ai  entrarei nesse joguinho idiota q pretende agredir  aqui pra convencer menos pra ser convencida  conviccoes ,negativo,negativo,negativo,negativo
3140,Bolsonaro,2022-04-17,"@paulofelipecwb @AndrBozzato @Rconstantino Mas é curioso você citar o caso da corrupção da Petrobrás justamente pelo fato de que um dos presos no esquema é o líder do partido que o Bolsonaro recorreu para se candidatar.

https://t.co/gAbgVK4Vsc",curioso citar caso corrupcao petrobras justamente fato presos esquema lider partido bolsonaro recorreu candidatar ,negativo,negativo,negativo,positivo
3141,Bolsonaro,2022-04-17,"@RoseliG70553330 @Biakicis @jairbolsonaro Tenho 50 funcionários, 48 são Bolsonaro minha família de 56 na sua totalidade e Bolsonaro, então está reeleito nosso presidente , e ponto final , agora é só aguardar pelo Paulo Guedes em 2027.",funcionarios  bolsonaro familia totalidade bolsonaro  entao reeleito presidente   ponto final   agora aguardar paulo guedes  ,neutro,neutro,neutro,neutro
3142,Bolsonaro,2022-04-17,"@WarmingIs @jairbolsonaro O cara trabalhava para bicheiro, mas falam que ele era miliciano. 
Foi morto pela PM da Bahia (PT) e querem botar a culpa no Bolsonaro.

""Adriano não era miliciano""
""Querem ligar ele ao Bolsonaro"" https://t.co/UW6X3L6Y9F",cara trabalhava bicheiro  falam miliciano  morto pm bahia  pt  querem botar culpa bolsonaro   adriano miliciano   querem ligar bolsonaro ,negativo,negativo,negativo,negativo
3143,Bolsonaro,2022-04-17,Dando unfollow em quem segue o Bolsonaro nas redes sociais,dando unfollow segue bolsonaro redes sociais,positivo,neutro,neutro,positivo
3144,Bolsonaro,2022-04-17,"O que a @Anitta falou é muito verdade, já não falo em bolsonaro faz muito tempo. Vc só dá mais mídia pro cara",falou verdade  falo bolsonaro faz tempo  vc da midia pro cara,positivo,neutro,neutro,positivo
3145,Bolsonaro,2022-04-17,@aquaIien Pq ele tá vestido de Brasil em?? Homen grávido com bolsonaro?,pq ta vestido brasil em   homen gravido bolsonaro ,neutro,neutro,neutro,positivo
3146,Bolsonaro,2022-04-17,será q bolsonaro sabe matemática basica?,q bolsonaro sabe matematica basica ,neutro,positivo,neutro,neutro
3147,Bolsonaro,2022-04-17,"@AndinoSamurai @Damadeferroofic Na verdade, eu não sou Bolsonaro, eu estou Bolsonaro. Eu sou é anti-comunista, seja ele um bolchevique como o PT (e seus puxadinhos) ou um Menchevique como o PSDB (e seus puxadinhos tb). Até o fim dos meus dias.",verdade  bolsonaro  bolsonaro  anti comunista  bolchevique pt  e puxadinhos  menchevique psdb  e puxadinhos tb   fim dias ,neutro,neutro,neutro,neutro
3148,Bolsonaro,2022-04-17,@UOL DESDE QUANDO O PRESIDENTE BOLSONARO PRECISA DE ANITA PARA ALGUMA COISA.,desde presidente bolsonaro precisa anita alguma coisa ,neutro,neutro,positivo,neutro
3149,Bolsonaro,2022-04-17,"@guimaraes13PT Esperança nossa não a de vocês para voltar a roubalheira ..
 LULA É LADRÃO..
 ESTE É O VOTO DA ESPERANÇA .
JAIR BOLSONARO 22 🇧🇷🇧🇷",esperanca voltar roubalheira    lula ladrao   voto esperanca   jair bolsonaro,positivo,neutro,neutro,neutro
3150,Bolsonaro,2022-04-17,@FlavioRoMart Owwwnnn   que  fofo  hahaha. Bolsonaro Reeleito  🇧🇷🇧🇷😉,owwwnnn fofo hahaha  bolsonaro reeleito,positivo,positivo,positivo,positivo
3151,Bolsonaro,2022-04-17,"@DeputadoFederal O caso Marielle tem testemunhas, muitas provas, muitos suspeitos e várias certezas incluindo a família Bolsonaro e nada aconteceu. Esse esfaqueamento infelizmente não vai dar em nada também.",caso marielle testemunhas  muitas provas  muitos suspeitos varias certezas incluindo familia bolsonaro nada aconteceu  esfaqueamento infelizmente vai dar nada tambem ,negativo,neutro,neutro,negativo
